"SYMBOL"	"chromosome_name"	"start_position"	"end_position"
"SOD3"	"4"	24789912	24800842
"SOGA3"	"6"	127472806	127519335
"SORT1"	"1"	109309568	109397918
"SOWAHD"	"X"	119758588	119760202
"SOX12"	"20"	325552	330224
"SOX4"	"6"	21593751	21598619
"SP5"	"2"	170715337	170718078
"SPAG17"	"1"	117953590	118185228
"SPARC"	"5"	151661096	151686975
"SPATA6"	"1"	48295373	48472208
"SPEF2"	"5"	35617844	35814611
"SPEG"	"2"	219434843	219493629
"SPINK5"	"5"	148025683	148137382
"SPOCK2"	"10"	72059034	72089032
"SPON1"	"11"	13962723	14268133
"SPTBN2"	"11"	66682497	66744670
"SPTSSB"	"3"	161344798	161372880
"SRSF12"	"6"	89095959	89118071
"SSTR1"	"14"	38207904	38213067
"ST3GAL3"	"1"	43705824	43931165
"ST6GAL1"	"3"	186930325	187078553
"ST6GALNAC3"	"1"	76074746	76634603
"STARD9"	"15"	42575606	42720998
"STC2"	"5"	173314723	173328447
"STEAP4"	"7"	88270892	88306894
"STK31"	"7"	23710203	23832513
"STK32A"	"5"	147234963	147387855
"STK33"	"11"	8391868	8594289
"STK36"	"2"	218672069	218702716
"STON1"	"2"	48529383	48598513
"STRC"	"15"	43599563	43618800
"SULF2"	"20"	47656197	47786616
"SULT1C2"	"2"	108288639	108309915
"SUSD2"	"22"	24181487	24189106
"SYN3"	"22"	32507820	33058381
"SYNC"	"1"	32679906	32703596
"SYNE1"	"6"	152121687	152637801
"SYNGR1"	"22"	39349925	39385575
"SYNPO"	"5"	150601080	150659207
"SYPL2"	"1"	109466546	109482134
"SYT11"	"1"	155859567	155885199
"SYT16"	"14"	61811974	62112550
"SYT3"	"19"	50621307	50639881
"SYTL2"	"11"	85694224	85811159
"TACSTD2"	"1"	58575433	58577252
"TAGAP"	"6"	159034468	159045152
"TAGLN"	"11"	117199370	117207464
"TANC2"	"17"	62966235	63427703
"TBC1D3B"	"HSCHR17_7_CTG4"	400589	411524
"TBC1D3B"	"17"	36165683	36176636
"TBC1D3B"	"HSCHR17_10_CTG4"	207820	218775
"TBC1D3B"	"HSCHR17_10_CTG4"	119784	130698
"TBC1D3L"	"17"	37978155	37989060
"TBC1D3L"	"HSCHR17_7_CTG4"	2216782	2227731
"TBC1D9"	"4"	140620782	140756385
"TBX2"	"17"	61399843	61409466
"TCEAL8"	"X"	103252995	103255192
"TCEAL9"	"X"	103356489	103358462
"TCF7L1"	"2"	85133392	85310387
"TCF7L1"	"HSCHR2_6_CTG1"	59578	236573
"TCHH"	"1"	152106317	152115444
"TCHHL1"	"1"	152084141	152089064
"TCIM"	"8"	40153482	40155310
"TCP11L2"	"12"	106301929	106347003
"TDO2"	"HSCHR4_1_CTG12"	19361	85029
"TDO2"	"4"	155854738	155920406
"TDRD6"	"6"	46687875	46704319
"TENM2"	"5"	166979029	168264157
"TENM3"	"4"	182143987	182803024
"TEX29"	"13"	111316184	111344249
"TEX36"	"10"	125576522	125683163
"TEX45"	"19"	7492976	7508450
"TFCP2L1"	"2"	121216587	121285202
"TFEB"	"6"	41683978	41736259
"TGFB2"	"1"	218345336	218444619
"TGFBR1"	"9"	99104038	99154192
"TGM3"	"20"	2296001	2341079
"THBS1"	"15"	39581079	39599466
"THBS3"	"1"	155195588	155209051
"THBS4"	"5"	79991311	80083287
"THSD4"	"15"	71096952	71783383
"TIMP2"	"17"	78852977	78925387
"TLCD2"	"17"	1702816	1710377
"TLCD2"	"HSCHR17_1_CTG2"	132818	140466
"TLCD5"	"11"	120325296	120333686
"TLE4"	"9"	79571773	79726882
"TLL1"	"4"	165873237	166104457
"TLR1"	"4"	38790677	38856817
"TLR2"	"4"	153684070	153706260
"TLR3"	"4"	186068911	186088073
"TLR4"	"9"	117704175	117724735
"TM7SF2"	"11"	65111845	65116384
"TMEFF1"	"9"	100473149	100577636
"TMEM130"	"7"	98846488	98870771
"TMEM132A"	"11"	60924460	60937159
"TMEM170B"	"6"	11537749	11583524
"TMEM178A"	"2"	39664982	39717963
"TMEM179B"	"11"	62787402	62790400
"TMEM217"	"6"	37212180	37258155
"TMEM232"	"5"	110289233	110738956
"TMEM25"	"11"	118531041	118547280
"TMEM255A"	"X"	120258650	120311556
"TMEM37"	"2"	119429901	119438504
"TMEM38A"	"19"	16661139	16690023
"TMEM40"	"3"	12733528	12769457
"TMEM45A"	"3"	100492619	100577444
"TMEM47"	"X"	34627075	34657285
"TMEM63C"	"14"	77116568	77259495
"TMEM86A"	"11"	18693122	18704785
"TMEM98"	"17"	32927910	32945106
"TMOD1"	"9"	97501180	97601743
"TMOD2"	"15"	51751597	51816363
"TMPRSS3"	"21"	42371887	42396091
"TMSB15A"	"X"	102513682	102516739
"TNFRSF11B"	"8"	118923557	118951885
"TNFSF10"	"3"	172505508	172523475
"TNFSF14"	"19"	6661253	6670588
"TNFSF4"	"1"	173183731	173207331
"TNFSF9"	"19"	6531026	6535924
"TNRC6C"	"17"	77958703	78108822
"TNS2"	"12"	53046969	53064379
"TNXB"	"HSCHR6_MHC_MCF_CTG1"	3383188	3459630
"TNXB"	"HSCHR6_MHC_APD_CTG1"	3406268	3418718
"TNXB"	"HSCHR6_MHC_COX_CTG1"	3479477	3555943
"TNXB"	"HSCHR6_MHC_QBL_CTG1"	3264389	3309322
"TNXB"	"HSCHR6_MHC_SSTO_CTG1"	3342342	3369188
"TNXB"	"HSCHR6_MHC_DBB_CTG1"	3282563	3358976
"TNXB"	"6"	32041153	32115334
"TNXB"	"HSCHR6_MHC_MANN_CTG1"	3369799	3403206
"TP53I11"	"11"	44885903	44951306
"TP53INP1"	"8"	94925972	94949378
"TPM1"	"15"	63042620	63071915
"TPP1"	"11"	6612768	6619448
"TPPP"	"5"	659862	693352
"TPRG1"	"3"	188947214	189325304
"TPST2"	"22"	26521996	26596717
"TRABD2B"	"1"	47760528	47997385
"TRAM1L1"	"4"	117083554	117085576
"TRAM2"	"6"	52497408	52577060
"TRAPPC6A"	"19"	45162928	45178237
"TREM1"	"6"	41267926	41286682
"TRIM2"	"4"	153152163	153339319
"TRIM22"	"11"	5689610	5737089
"TRIM29"	"11"	120111286	120185529
"TRPM4"	"19"	49157741	49211836
"TSHZ2"	"20"	52972358	53495330
"TSPOAP1"	"17"	58301228	58328795
"TSPYL2"	"X"	53082367	53088540
"TTC17"	"11"	43358920	43494933
"TTC28"	"22"	27978014	28679840
"TTC6"	"14"	37595629	38041442
"TTLL1"	"22"	43039516	43089419
"TTLL3"	"3"	9808086	9855138
"TTLL7"	"1"	83865024	83999150
"TTLL9"	"20"	31870634	31945000
"TTYH3"	"7"	2631961	2664802
"TUBA1A"	"12"	49184686	49189080
"TUFT1"	"1"	151540305	151583583
"TXK"	"4"	48066393	48134250
"TXNDC16"	"14"	52430596	52552522
"TXNIP"	"1"	145992435	145996579
"TYRP1"	"9"	12685439	12710285
"UBA7"	"3"	49805209	49813953
"UBE2J1"	"6"	89326625	89352722
"UBQLNL"	"11"	5514393	5518431
"UGCG"	"9"	111896814	111935369
"ULBP1"	"6"	149963943	149973715
"ULK1"	"12"	131894622	131923150
"ULK2"	"17"	19770829	19867936
"UMODL1"	"21"	42062959	42143453
"UNC5B"	"10"	71212570	71302864
"UNC5CL"	"6"	41026895	41039221
"UPB1"	"22"	24494107	24528390
"USH2A"	"1"	215622891	216423448
"USP2"	"11"	119355215	119381711
"VANGL2"	"1"	160400564	160428670
"VASH1"	"14"	76761468	76783015
"VASN"	"16"	4371848	4383538
"VASN"	"HSCHR16_3_CTG1"	74171	85851
"VEPH1"	"3"	157259742	157533619
"VIPR1"	"3"	42489299	42537573
"VSIG1"	"X"	108044970	108079184
"VSIR"	"10"	71747556	71773520
"VSTM2L"	"20"	37903111	37945350
"VSX1"	"20"	25070885	25082141
"VTCN1"	"1"	117143587	117210960
"VTN"	"17"	28367284	28373091
"VWA2"	"10"	114239254	114294489
"VWA5A"	"11"	124115404	124147721
"VWA5B1"	"1"	20290875	20359518
"VWCE"	"11"	61258286	61295316
"VXN"	"8"	66492326	66518524
"WDR31"	"9"	113313222	113340298
"WDR45"	"HSCHRX_3_CTG3"	233384	260121
"WDR45"	"X"	49074433	49101170
"WDR64"	"1"	241652278	241802777
"WFDC10B"	"20"	45684651	45705019
"WFDC13"	"20"	45702038	45708817
"WFDC2"	"20"	45469753	45481532
"WFDC3"	"20"	45747944	45791932
"WFS1"	"4"	6269849	6303265
"WIPI1"	"17"	68420948	68457513
"WNT10A"	"2"	218880852	218899581
"WNT2B"	"1"	112466541	112530165
"WNT5A"	"3"	55465715	55490539
"WT1"	"11"	32387775	32435564
"WTIP"	"19"	34481758	34512304
"YPEL1"	"22"	21697536	21735794
"YPEL2"	"17"	59331655	59401729
"YPEL3"	"16"	30092314	30096915
"YPEL4"	"11"	57645087	57649944
"YPEL5"	"2"	30146941	30160533
"ZBED3"	"5"	77072072	77087285
"ZBTB18"	"1"	244048547	244057476
"ZBTB20"	"3"	114314500	115147292
"ZBTB22"	"HSCHR6_MHC_COX_CTG1"	4725901	4729427
"ZBTB22"	"HSCHR6_MHC_QBL_CTG1"	4508845	4512369
"ZBTB22"	"6"	33314406	33317942
"ZBTB22"	"HSCHR6_MHC_MCF_CTG1"	4750352	4753876
"ZBTB22"	"HSCHR6_MHC_DBB_CTG1"	4557933	4561457
"ZBTB32"	"19"	35704558	35717038
"ZBTB47"	"3"	42653697	42667580
"ZBTB7C"	"18"	48026672	48410752
"ZDHHC11B"	"5"	710355	784729
"ZDHHC17"	"12"	76764103	76853696
"ZEB2"	"2"	144364364	144521057
"ZFHX2"	"14"	23520857	23556192
"ZFHX4"	"8"	76681239	76867281
"ZFP57"	"HSCHR6_MHC_SSTO_CTG1"	981424	990140
"ZFP57"	"HSCHR6_MHC_QBL_CTG1"	937893	946603
"ZFP57"	"HSCHR6_MHC_APD_CTG1"	938191	938841
"ZFP57"	"HSCHR6_MHC_MANN_CTG1"	937506	946215
"ZFP57"	"HSCHR6_MHC_DBB_CTG1"	937938	946648
"ZFP57"	"HSCHR6_MHC_COX_CTG1"	1158865	1167618
"ZFP57"	"HSCHR6_MHC_MCF_CTG1"	937766	946481
"ZFP57"	"6"	29672483	29681155
"ZKSCAN7"	"HG2066_PATCH"	80547	119527
"ZKSCAN7"	"3"	44555193	44594173
"ZMAT1"	"X"	101882288	101932031
"ZNF233"	"19"	44259880	44275317
"ZNF358"	"19"	7515292	7521025
"ZNF385D"	"3"	21412218	22373321
"ZNF433"	"19"	12014715	12035741
"ZNF441"	"19"	11767000	11784078
"ZNF442"	"19"	12345944	12365905
"ZNF491"	"19"	11797667	11809622
"ZNF503"	"10"	75397830	75401764
"ZNF620"	"3"	40477131	40518736
"ZNF627"	"19"	11559374	11619161
"ZNF70"	"22"	23738682	23751112
"ZNF704"	"8"	80628451	80874781
"ZNF709"	"19"	12461184	12513854
"ZNF763"	"19"	11965037	11980617
"ZNF843"	"16"	31432593	31443160
"ZRANB1"	"10"	124942123	124988189
"ZSCAN23"	"6"	28431930	28443502
"ZSCAN31"	"6"	28324693	28356271
"ZSWIM4"	"19"	13795443	13832254
"ZSWIM4"	"HG109_PATCH"	7301	44071
"ZSWIM6"	"5"	61332258	61546172
"ZXDA"	"X"	57905430	57910458
