"SYMBOL"	"chromosome_name"	"start_position"	"end_position"
"WIPF3"	"7"	29806486	29917061
"WNK2"	"9"	93184122	93320572
"WNK4"	"17"	42780610	42797066
"WNT7B"	"22"	45920366	45977162
"WNT9A"	"1"	227918656	227947932
"WWTR1"	"3"	149517235	149736714
"XDH"	"2"	31334321	31414742
"XKR5"	"8"	6808517	6835524
"XKR5"	"HG76_PATCH"	203788	230788
"XKRX"	"X"	100913445	100929433
"XRCC2"	"7"	152644776	152676193
"XRCC3"	"14"	103697609	103715504
"XRCC4"	"5"	83077498	83353787
"YBX2"	"HG2087_PATCH"	43591	49967
"YBX2"	"17"	7288263	7294639
"YWHAZ"	"8"	100916523	100953388
"ZBTB38"	"3"	141324213	141449792
"ZBTB42"	"14"	104800596	104804712
"ZBTB45"	"19"	58513530	58538911
"ZGRF1"	"4"	112539333	112636995
"ZIK1"	"19"	57578456	57593890
"ZNF100"	"HSCHR19_2_CTG2"	83956	128739
"ZNF100"	"19"	21722771	21767579
"ZNF107"	"7"	64666099	64711577
"ZNF114"	"19"	48270081	48287608
"ZNF165"	"6"	28080568	28089563
"ZNF257"	"19"	22052430	22091480
"ZNF264"	"19"	57191500	57222846
"ZNF292"	"6"	87151803	87265943
"ZNF331"	"19"	53519527	53580269
"ZNF365"	"10"	62374192	62480288
"ZNF367"	"9"	96385941	96418370
"ZNF385A"	"12"	54369133	54391298
"ZNF432"	"19"	52031378	52095738
"ZNF469"	"16"	88382959	88440757
"ZNF488"	"10"	47365496	47384293
"ZNF525"	"19"	53365693	53392217
"ZNF530"	"19"	57599885	57612722
"ZNF681"	"19"	23739195	23758891
"ZNF714"	"19"	21082159	21125270
"ZNF724"	"19"	23221599	23250394
"ZNF726"	"19"	23914876	23945159
"ZNF730"	"19"	23075210	23147221
"ZNF732"	"4"	270675	305474
"ZNF841"	"19"	52064465	52095765
"ZNF860"	"3"	31981750	31991723
"ZNF878"	"19"	12043805	12052961
"ZNF92"	"7"	65373799	65401136
"ZWILCH"	"15"	66504959	66550130
"ZWINT"	"10"	56357227	56361273
